id,time,voltage,battery
12,1708740412110,4.161251,0.99263245
12,1708740422111,4.161251,0.99263245
12,1708740432111,4.161251,0.99263245
12,1708740442112,4.161251,0.99263245
12,1708740452113,4.161251,0.99263245
12,1708740462113,4.161251,0.99263245
12,1708740472114,4.161251,0.99263245
12,1708740482114,4.161251,0.99263245
12,1708740492115,4.161251,0.99263245
12,1708740502116,4.161251,0.99263245
12,1708740512116,4.161251,0.99263245
12,1708740522116,4.161251,0.99263245
12,1708740532117,4.161251,0.99263245
12,1708740542117,4.161251,0.99263245
12,1708740552119,4.161251,0.99263245
12,1708740562118,4.156344,0.9885001
12,1708740572120,4.161251,0.99263245
12,1708740582120,4.161251,0.99263245
12,1708740592121,4.161251,0.99263245
12,1708740602124,4.161251,0.99263245
12,1708740612123,4.161251,0.99263245
12,1708740622122,4.161251,0.99263245
12,1708740632126,4.161251,0.99263245
12,1708740642123,4.161251,0.99263245
12,1708740652124,4.161251,0.99263245
12,1708740662130,4.161251,0.99263245
12,1708740672125,4.161251,0.99263245
12,1708740682126,4.161251,0.99263245
12,1708740692126,4.161251,0.99263245
12,1708740702126,4.161251,0.99263245
12,1708740712128,4.161251,0.99263245
12,1708740722128,4.161251,0.99263245
12,1708740732130,4.161251,0.99263245
12,1708740742129,4.161251,0.99263245
12,1708740752131,4.156344,0.9885001
12,1708740762130,4.156344,0.9885001
12,1708740772131,4.156344,0.9885001
12,1708740782131,4.161251,0.99263245
12,1708740792131,4.156344,0.9885001
12,1708740802133,4.161251,0.99263245
12,1708740812133,4.156344,0.9885001
12,1708740822133,4.156344,0.9885001
12,1708740832134,4.156344,0.9885001
12,1708740842136,4.156344,0.9885001
12,1708740852133,4.156344,0.9885001
12,1708740862135,4.156344,0.9885001
12,1708740872133,4.156344,0.9885001
12,1708740882133,4.156344,0.9885001
12,1708740892133,4.156344,0.9885001
12,1708740902133,4.156344,0.9885001
12,1708740912134,4.156344,0.9885001
12,1708740922134,4.156344,0.9885001
12,1708740932134,4.156344,0.9885001
12,1708740942134,4.156344,0.9885001
12,1708740952134,4.156344,0.9885001
12,1708740962134,4.156344,0.9885001
12,1708740972134,4.156344,0.9885001
12,1708740982137,4.156344,0.9885001
12,1708740992134,4.156344,0.9885001
12,1708741002134,4.156344,0.9885001
12,1708741012135,4.156344,0.9885001
12,1708741022136,4.156344,0.9885001
12,1708741032137,4.156344,0.9885001
12,1708741042138,4.156344,0.9885001
12,1708741052138,4.156344,0.9885001
12,1708741062138,4.156344,0.9885001
12,1708741072144,4.156344,0.9885001
12,1708741082139,4.156344,0.9885001
12,1708741092140,4.156344,0.9885001
12,1708741102141,4.151437,0.9843678
12,1708741112141,4.151437,0.9843678
12,1708741122142,4.151437,0.9843678
12,1708741132144,4.156344,0.9885001
12,1708741142142,4.156344,0.9885001
12,1708741152155,4.156344,0.9885001
12,1708741162145,4.151437,0.9843678
12,1708741172146,4.156344,0.9885001
12,1708741182145,4.151437,0.9843678
12,1708741192146,4.151437,0.9843678
12,1708741202150,4.156344,0.9885001
12,1708741212148,4.156344,0.9885001
12,1708741222152,4.151437,0.9843678
12,1708741232148,4.151437,0.9843678
12,1708741242152,4.151437,0.9843678
12,1708741252150,4.156344,0.9885001
12,1708741262151,4.156344,0.9885001
12,1708741272151,4.151437,0.9843678
12,1708741282154,4.151437,0.9843678
12,1708741292161,4.151437,0.9843678
12,1708741302154,4.151437,0.9843678
12,1708741312154,4.151437,0.9843678
12,1708741322154,4.151437,0.9843678
12,1708741332157,4.151437,0.9843678
12,1708741342155,4.151437,0.9843678
12,1708741352157,4.151437,0.9843678
12,1708741362157,4.151437,0.9843678
12,1708741372157,4.151437,0.9843678
12,1708741382159,4.151437,0.9843678
12,1708741392159,4.151437,0.9843678
12,1708741402161,4.151437,0.9843678
12,1708741412161,4.151437,0.9843678
12,1708741422161,4.151437,0.9843678
12,1708741432161,4.151437,0.9843678
12,1708741442162,4.151437,0.9843678
12,1708741452162,4.151437,0.9843678
12,1708741462163,4.151437,0.9843678
12,1708741472164,4.151437,0.9843678
12,1708741482165,4.151437,0.9843678
12,1708741492165,4.151437,0.9843678
12,1708741502166,4.151437,0.9843678
12,1708741512166,4.151437,0.9843678
12,1708741522167,4.151437,0.9843678
12,1708741532168,4.151437,0.9843678
12,1708741542169,4.151437,0.9843678
12,1708741552170,4.151437,0.9843678
12,1708741562173,4.151437,0.9843678
12,1708741572170,4.151437,0.9843678
12,1708741582171,4.151437,0.9843678
12,1708741592171,4.151437,0.9843678
12,1708741602172,4.151437,0.9843678
12,1708741612175,4.151437,0.9843678
12,1708741622174,4.151437,0.9843678
12,1708741632176,4.151437,0.9843678
12,1708741642177,4.1465297,0.98023546
12,1708741652177,4.151437,0.9843678
12,1708741662180,4.151437,0.9843678
12,1708741672177,4.1465297,0.98023546
12,1708741682179,4.151437,0.9843678
12,1708741692183,4.1465297,0.98023546
12,1708741702178,4.151437,0.9843678
12,1708741712180,4.1465297,0.98023546
12,1708741722180,4.151437,0.9843678
12,1708741732188,4.151437,0.9843678
12,1708741742182,4.1465297,0.98023546
12,1708741752182,4.151437,0.9843678
12,1708741762182,4.151437,0.9843678
12,1708741772184,4.1465297,0.98023546
12,1708741782184,4.1465297,0.98023546
12,1708741792196,4.1465297,0.98023546
12,1708741802189,4.1465297,0.98023546
12,1708741812188,4.1465297,0.98023546
12,1708741822188,4.1465297,0.98023546
12,1708741832188,4.1465297,0.98023546
12,1708741842188,4.1465297,0.98023546
12,1708741852195,4.1465297,0.98023546
12,1708741862194,4.1465297,0.98023546
12,1708741872190,4.1465297,0.98023546
12,1708741882191,4.1465297,0.98023546
12,1708741892190,4.1465297,0.98023546
12,1708741902192,4.1465297,0.98023546
12,1708741912198,4.1465297,0.98023546
12,1708741922193,4.1465297,0.98023546
12,1708741932193,4.1465297,0.98023546
12,1708741942194,4.1465297,0.98023546
12,1708741952194,4.1465297,0.98023546
12,1708741962196,4.1465297,0.98023546
12,1708741972204,4.1465297,0.98023546
12,1708741982196,4.1465297,0.98023546
12,1708741992197,4.1465297,0.98023546
12,1708742002198,4.1465297,0.98023546
12,1708742012198,4.1465297,0.98023546
12,1708742022199,4.1416225,0.9761031
12,1708742032206,4.1416225,0.9761031
12,1708742042201,4.1465297,0.98023546
12,1708742052202,4.1465297,0.98023546
12,1708742062203,4.1465297,0.98023546
12,1708742072203,4.1416225,0.9761031
12,1708742082203,4.1465297,0.98023546
12,1708742092210,4.1465297,0.98023546
12,1708742102206,4.1416225,0.9761031
12,1708742112206,4.1465297,0.98023546
12,1708742122206,4.1465297,0.98023546
12,1708742132206,4.1416225,0.9761031
12,1708742142207,4.1465297,0.98023546
12,1708742152214,4.1465297,0.98023546
12,1708742162208,4.1465297,0.98023546
12,1708742172209,4.1465297,0.98023546
12,1708742182211,4.1465297,0.98023546
12,1708742192213,4.1416225,0.9761031
12,1708742202212,4.1465297,0.98023546
12,1708742212245,4.1465297,0.98023546
12,1708742222238,4.1465297,0.98023546
12,1708742232238,4.1465297,0.98023546
12,1708742242239,4.1465297,0.98023546
12,1708742252239,4.1465297,0.98023546
12,1708742262246,4.1416225,0.9761031
12,1708742272239,4.1465297,0.98023546
12,1708742282239,4.1465297,0.98023546
12,1708742292239,4.1416225,0.9761031
12,1708742302239,4.1465297,0.98023546
12,1708742312240,4.1465297,0.98023546
12,1708742322239,4.1416225,0.9761031
12,1708742342241,4.1465297,0.98023546
12,1708742352241,4.1465297,0.98023546
12,1708742362242,4.1416225,0.9761031
12,1708742372243,4.1416225,0.9761031
12,1708742382244,4.1416225,0.9761031
12,1708742392245,4.1465297,0.98023546
12,1708742402245,4.1416225,0.9761031
12,1708742412249,4.1465297,0.98023546
12,1708742422245,4.1416225,0.9761031
12,1708742432247,4.1416225,0.9761031
12,1708742442248,4.1465297,0.98023546
12,1708742452249,4.1416225,0.9761031
12,1708742462249,4.1416225,0.9761031
12,1708742472249,4.1465297,0.98023546
12,1708742482250,4.1416225,0.9761031
12,1708742492251,4.1416225,0.9761031
12,1708742502252,4.1416225,0.9761031
12,1708742512252,4.1416225,0.9761031
12,1708742522253,4.1416225,0.9761031
12,1708742532253,4.1416225,0.9761031
12,1708742542254,4.1416225,0.9761031
12,1708742552255,4.1416225,0.9761031
12,1708742562256,4.1416225,0.9761031
12,1708742572257,4.1416225,0.9761031
12,1708742582257,4.1367154,0.9719708
12,1708742592258,4.1416225,0.9761031
12,1708742602258,4.1416225,0.9761031
12,1708742612259,4.1367154,0.9719708
12,1708742622260,4.1416225,0.9761031
12,1708742632261,4.1367154,0.9719708
12,1708742642262,4.1416225,0.9761031
12,1708742652264,4.1416225,0.9761031
12,1708742662262,4.1416225,0.9761031
12,1708742672265,4.1416225,0.9761031
12,1708742682266,4.1416225,0.9761031
12,1708742692265,4.1416225,0.9761031
12,1708742702268,4.1416225,0.9761031
12,1708742712266,4.1416225,0.9761031
12,1708742722267,4.1416225,0.9761031
12,1708742732272,4.1367154,0.9719708
12,1708742742268,4.1416225,0.9761031
12,1708742752270,4.1416225,0.9761031
12,1708742762269,4.1416225,0.9761031
12,1708742772270,4.1367154,0.9719708
12,1708742782271,4.1367154,0.9719708
12,1708742792271,4.1367154,0.9719708
12,1708742802276,4.1367154,0.9719708
12,1708742812274,4.1416225,0.9761031
12,1708742822273,4.1416225,0.9761031
12,1708742832274,4.1367154,0.9719708
12,1708742842275,4.1416225,0.9761031
12,1708742852276,4.1416225,0.9761031
12,1708742862276,4.1367154,0.9719708
12,1708742872278,4.1416225,0.9761031
12,1708742882278,4.1416225,0.9761031
12,1708742892278,4.1416225,0.9761031
12,1708742902280,4.1416225,0.9761031
12,1708742912279,4.1367154,0.9719708
12,1708742922280,4.1367154,0.9719708
12,1708742932281,4.1367154,0.9719708
12,1708742942281,4.1367154,0.9719708
12,1708742952290,4.1367154,0.9719708
12,1708742962283,4.1367154,0.9719708
12,1708742972285,4.1416225,0.9761031
12,1708742982284,4.1367154,0.9719708
12,1708742992287,4.1367154,0.9719708
12,1708743002285,4.1367154,0.9719708
12,1708743012286,4.1318083,0.9678385
12,1708743022286,4.1367154,0.9719708
12,1708743032288,4.1416225,0.9761031
12,1708743042288,4.1416225,0.9761031
12,1708743052289,4.1367154,0.9719708
12,1708743062290,4.1367154,0.9719708
12,1708743072290,4.1367154,0.9719708
12,1708743082291,4.1318083,0.9678385
12,1708743092291,4.1367154,0.9719708
12,1708743102292,4.1367154,0.9719708
12,1708743112292,4.1367154,0.9719708
12,1708743122296,4.1367154,0.9719708
12,1708743132295,4.1367154,0.9719708
12,1708743142295,4.1367154,0.9719708
12,1708743152296,4.1367154,0.9719708
12,1708743162297,4.1416225,0.9761031
12,1708743172297,4.1367154,0.9719708
12,1708743182298,4.1367154,0.9719708
12,1708743192299,4.1318083,0.9678385
12,1708743202300,4.1318083,0.9678385
12,1708743212300,4.1367154,0.9719708
12,1708743222300,4.1367154,0.9719708
12,1708743232303,4.1367154,0.9719708
12,1708743242302,4.1367154,0.9719708
12,1708743252303,4.1367154,0.9719708
12,1708743262303,4.1367154,0.9719708
12,1708743272303,4.1367154,0.9719708
12,1708743282304,4.1318083,0.9678385
12,1708743292305,4.1318083,0.9678385
12,1708743302307,4.1318083,0.9678385
12,1708743312306,4.1367154,0.9719708
12,1708743322310,4.1367154,0.9719708
12,1708743332307,4.1318083,0.9678385
12,1708743342309,4.1367154,0.9719708
12,1708743352311,4.1318083,0.9678385
12,1708743362311,4.1318083,0.9678385
12,1708743372311,4.1367154,0.9719708
12,1708743382313,4.1367154,0.9719708
12,1708743392312,4.1318083,0.9678385
12,1708743402312,4.1318083,0.9678385
12,1708743412313,4.1318083,0.9678385
12,1708743422313,4.1318083,0.9678385
